state,date,crop_type,planted_area,production
Perak,2022-01-01,spices,430.5,2923.1
Perak,2022-01-01,vegetables,6702.4,116765.5
Perlis,2022-01-01,cash_crops,63.3,214.6
Perlis,2022-01-01,coconut,575.7,4813.9
Perlis,2022-01-01,flower,3.2,330634.0
Perlis,2022-01-01,fruits,2266.3,7744.2
Perlis,2022-01-01,herbs,6.8,5.7
Perlis,2022-01-01,industrial_crops,615.6,4883.8
Perlis,2022-01-01,paddy,60470.0,233781.0
Perlis,2022-01-01,spices,18.0,40.1
Perlis,2022-01-01,vegetables,542.9,2310.0
Pulau Pinang,2022-01-01,cash_crops,157.0,1668.7
Pulau Pinang,2022-01-01,coconut,12.3,77.8
Pulau Pinang,2022-01-01,flower,4.5,89985.0
Pulau Pinang,2022-01-01,fruits,2536.7,23911.1
Pulau Pinang,2022-01-01,herbs,0.7,4.3
Pulau Pinang,2022-01-01,industrial_crops,14.1,86.9
Pulau Pinang,2022-01-01,paddy,24210.0,122321.0
Pulau Pinang,2022-01-01,spices,35.6,285.6
Pulau Pinang,2022-01-01,vegetables,687.1,8653.9
Sabah,2022-01-01,cash_crops,1485.6,10526.0
Sabah,2022-01-01,coconut,18631.8,61517.9
Sabah,2022-01-01,flower,63.5,6782590.0
Sabah,2022-01-01,fruits,20922.2,106700.0
Sabah,2022-01-01,herbs,6.2,0.0
Sabah,2022-01-01,industrial_crops,20836.1,64810.3
Sabah,2022-01-01,paddy,37323.0,107565.0
Sabah,2022-01-01,spices,452.1,2921.6
Sabah,2022-01-01,vegetables,4353.1,46681.9
Sarawak,2022-01-01,cash_crops,3705.3,23436.0
Sarawak,2022-01-01,coconut,12100.3,24522.3
Sarawak,2022-01-01,flower,77.1,1025225.0
Sarawak,2022-01-01,fruits,36397.5,147922.3
Sarawak,2022-01-01,herbs,637.9,2981.2
Sarawak,2022-01-01,industrial_crops,48509.1,127987.5
Sarawak,2022-01-01,paddy,77943.0,147272.0
Sarawak,2022-01-01,spices,481.8,2863.1
Sarawak,2022-01-01,vegetables,5255.3,53191.2
Selangor,2022-01-01,cash_crops,605.6,9411.1
Selangor,2022-01-01,coconut,9526.4,110783.8
Selangor,2022-01-01,flower,270.5,47324681.0
Selangor,2022-01-01,fruits,1971.6,41376.1
Selangor,2022-01-01,herbs,82.8,758.2
Selangor,2022-01-01,industrial_crops,9596.9,114565.9
Selangor,2022-01-01,paddy,35539.0,153492.0
Selangor,2022-01-01,spices,231.8,2871.7
Selangor,2022-01-01,vegetables,2365.4,32896.7
Terengganu,2022-01-01,cash_crops,413.0,4013.4
Terengganu,2022-01-01,coconut,2406.5,18248.3
Terengganu,2022-01-01,flower,11.3,258593.0
Terengganu,2022-01-01,fruits,7184.4,27278.9
Terengganu,2022-01-01,herbs,124.4,226.6
Terengganu,2022-01-01,industrial_crops,3369.3,18454.1
Terengganu,2022-01-01,paddy,18957.0,62712.0
Terengganu,2022-01-01,spices,167.9,955.0
Terengganu,2022-01-01,vegetables,1069.3,15052.6
W.P. Kuala Lumpur,2022-01-01,cash_crops,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,coconut,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,flower,8.4,819724.0
W.P. Kuala Lumpur,2022-01-01,fruits,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,herbs,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,industrial_crops,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,paddy,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,spices,0.0,0.0
W.P. Kuala Lumpur,2022-01-01,vegetables,0.0,0.0
W.P. Labuan,2022-01-01,cash_crops,0.0,0.0
W.P. Labuan,2022-01-01,coconut,71.3,405.1
W.P. Labuan,2022-01-01,flower,8.4,94235.0
W.P. Labuan,2022-01-01,fruits,187.8,451.8
W.P. Labuan,2022-01-01,herbs,0.0,0.0
W.P. Labuan,2022-01-01,industrial_crops,72.2,408.4
W.P. Labuan,2022-01-01,paddy,0.0,0.0
W.P. Labuan,2022-01-01,spices,0.0,0.0
W.P. Labuan,2022-01-01,vegetables,73.4,340.8
